ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,trend_days_10_pct,daily_priceabovesma10,daily_priceaboveema20,daily_priceabovesma50,daily_sma10vssma20,daily_sma20vssma50,daily_sma50vssma200,daily_perfectbullishalignment,daily_at_20day_high,daily_at_20day_low,daily_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Utilities
BRK-B,2025-09-05,daily,499.7700,421,497.4215,1.7220,491.0474,1.4796,497.5260,1.8798,0.4510,487.5305,1.8577,2.5105,480.9638,0.2994,3.9101,488.2733,0.1794,2.3546,482.1712,0.1181,3.6499,464.8510,0.2638,7.5119,74.3473,0.5895,7.0150,5.1680,1.8470,6.9006,1.3807,480.9638,2.7253,2.8319,0.4100,-1.2312,-0.6382,2.2025,-0.3430,-0.6382,0.8170,4.4408,6.5812,4.5478,0.3897,-0.5255,4.4299,6.5862,2.3825,-4.4435,4.4299,4332880.0000,-0.2070,148539900,1651290.0000,539.8000,359.2900,False,False,-7.4157,39.0993,77.8239,0.5234,52.3400,0.6287,0.1675,0.2038,0.1675,Moderate Body,False,9.9100,6.2300,0.3713,0.6287,0.3656,36.5600,66.6667,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
JPM,2025-09-05,daily,294.3800,421,298.1063,0.4211,296.2218,0.4330,298.8890,0.8488,-1.5086,295.0570,0.4554,-0.2294,292.6477,0.4518,0.5919,260.2434,0.3191,13.1172,251.1592,0.3351,17.2085,235.8866,0.3177,24.7973,55.9754,0.9092,2.5871,2.4993,0.0878,5.3281,1.8099,292.6477,0.3251,0.3270,0.5700,-3.0529,-2.3356,-0.6279,-1.7128,-2.3356,-1.6373,0.9776,1.0400,0.8254,11.0896,14.8891,37.2318,2.9515,10.3107,27.2262,37.2318,6928590.0000,0.0946,441766100,832565.0000,303.8200,161.5772,False,False,-3.1071,82.1915,93.3635,0.7368,73.6800,0.8552,0.1384,0.0065,0.1384,Strong Body,False,10.8400,9.2700,0.1448,0.8552,0.3332,33.3200,55.5556,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False
WMT,2025-09-05,daily,100.5100,421,98.9021,0.2172,98.8531,0.0634,97.6850,-0.1362,2.8919,99.5647,-0.0699,0.9494,98.1078,0.0500,2.4486,94.5638,0.0758,6.2881,91.7200,0.0915,9.5835,84.4705,0.1143,18.9883,51.7721,0.8676,0.0887,-0.0162,0.1049,1.6624,1.6540,98.1078,1.4450,1.4804,0.3400,-0.5639,3.6399,3.8005,1.0760,3.6399,4.6107,-0.1887,-2.5302,1.4039,0.7649,4.6241,31.3957,-3.1673,5.1615,15.7851,31.3957,18578755.0000,-0.2523,844198600,-2167700.0000,104.2661,51.2328,False,False,-3.6024,96.1830,92.9175,0.2341,23.4100,0.2953,0.2073,0.4974,0.2073,Weak Body,False,1.9300,0.5700,0.7047,0.2953,0.4338,43.3800,66.6667,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False
LLY,2025-09-05,daily,727.2100,421,727.5678,2.5276,723.5250,1.4968,728.4890,3.1594,-0.1756,702.0374,-0.0071,3.5857,744.0477,-0.8181,-2.2630,783.1011,-0.3742,-7.1372,802.2764,-0.8034,-9.3567,813.0569,-0.0522,-10.5585,62.4211,0.3269,0.5368,-5.7022,6.2390,19.9327,2.7410,744.0477,-0.8447,-0.8256,0.1300,-2.3486,-0.7330,2.1822,-1.4394,-0.7330,-0.9480,4.1774,-2.3531,-5.7012,-2.9267,-19.3180,-22.5654,13.5144,-9.8691,-11.4529,-22.5654,5478675.0000,-0.3240,105158600,2843160.0000,952.7339,584.8617,False,False,-23.6712,24.3388,38.6950,0.7903,79.0300,0.7903,0.0000,0.2097,0.0000,Strong Body,False,22.1300,17.4900,0.2097,0.7903,0.4240,42.4000,55.5556,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
V,2025-09-05,daily,343.2200,421,348.1884,0.1744,347.2446,0.2345,349.7180,0.5930,-1.8581,345.5369,0.5914,-0.6705,347.8515,0.1214,-1.3315,338.9739,0.2096,1.2526,328.0712,0.2946,4.6175,310.7974,0.2178,10.4321,47.7115,0.7194,0.8221,0.4651,0.3570,5.5067,1.6044,347.8515,-0.8411,-0.8299,0.0700,-2.3223,-2.4333,-1.9484,-2.1803,-2.4333,-2.0351,0.1401,1.2021,-3.5936,-6.0231,-3.1891,23.2238,2.9860,-7.8986,2.9427,23.2238,5332390.0000,-0.2324,324886800,-383155.0000,372.6543,251.4662,False,False,-7.8986,36.4875,75.7119,0.5914,59.1400,0.6570,0.0998,0.2432,0.0998,Moderate Body,False,12.4200,8.1600,0.3430,0.6570,0.2137,21.3700,44.4444,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False
ORCL,2025-09-05,daily,232.8000,421,231.1109,-1.5363,234.9873,-1.1181,231.2800,-1.3902,0.6572,237.9360,-1.2776,-2.1586,238.4447,0.3353,-2.3673,182.4990,0.1937,27.5623,179.9458,0.3475,29.3723,165.4946,0.3003,40.6692,36.2229,0.8235,-3.3719,-1.4871,-1.8848,7.4747,3.2108,238.4447,-0.7552,-0.7373,0.8200,0.1075,2.9496,-1.5103,4.1844,2.9496,-1.2764,-6.5323,-9.2150,0.4455,37.9299,42.1053,67.1303,-9.2355,32.2682,52.0244,67.1303,10450650.0000,0.4752,599847400,-244335.0000,256.4300,100.3992,False,False,-9.2150,131.8743,84.8556,0.0068,0.6800,0.0286,0.2085,0.7629,0.7629,Doji,True,8.7300,0.2500,0.9714,0.0286,0.3361,33.6100,33.3333,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
MA,2025-09-05,daily,584.2200,421,590.3367,0.3226,586.1598,0.7167,592.5220,0.4870,-1.4011,587.2460,1.3421,-0.5153,571.1267,0.9708,2.2925,549.7895,0.3455,6.2625,539.9694,0.4538,8.1950,514.4662,0.3562,13.5585,52.4861,0.8826,6.0933,6.9888,-0.8955,8.7761,1.5022,571.1267,1.4919,1.5261,0.1200,-1.8893,-1.8596,-2.4609,-1.5271,-1.8596,-1.0903,0.0137,2.6514,3.5197,0.5224,3.7389,21.6174,2.6545,-0.9699,10.1409,21.6174,2374340.0000,-0.1836,99409100,44375.0000,598.9600,414.5295,False,False,-2.4609,40.9357,92.0078,0.4839,48.3900,0.5754,0.1591,0.2655,0.1591,Moderate Body,False,19.5500,11.2500,0.4246,0.5754,0.3074,30.7400,33.3333,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
NFLX,2025-09-05,daily,1243.8199,421,1228.9911,1.8657,1221.9449,1.3356,1225.3600,0.6316,1.5065,1223.1045,3.1353,1.6937,1227.9226,-0.4470,1.2947,1062.4616,2.0621,17.0696,996.4900,2.1739,24.8201,894.8160,1.7332,39.0029,51.4789,0.8585,6.8232,3.1767,3.6465,27.5420,2.2143,1227.9226,0.5772,0.5847,0.3000,-1.2841,2.9439,3.2516,1.4386,2.9439,1.6608,-0.1020,5.5444,-3.5514,2.1249,29.1516,83.0008,0.9788,1.9625,30.9257,83.0008,2659955.0000,0.1604,174106700,336960.0000,1339.1300,468.5000,False,False,-7.1173,165.4899,89.0527,0.4305,43.0500,0.5762,0.2528,0.1709,0.2528,Moderate Body,False,28.0800,16.1801,0.4238,0.5762,0.6474,64.7400,66.6667,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False
XOM,2025-09-05,daily,109.2300,421,111.4630,0.1852,110.5398,0.2225,112.3130,0.4826,-2.7450,109.5170,0.3076,-0.2620,109.5924,0.0452,-0.3307,107.9679,-0.0213,1.1690,109.2214,0.0032,0.0079,109.6923,-0.0075,-0.4214,59.0489,0.4860,1.0713,0.9226,0.1487,1.9683,1.8020,109.5924,-0.1841,-0.1835,0.1900,-2.1237,-4.4273,-1.8422,-2.3948,-4.4273,-3.1219,2.3520,3.5081,-0.7772,6.2104,1.0094,-0.7720,6.3729,0.8567,-2.1960,-0.7720,14933020.0000,0.0491,95554200,6497855.0000,120.9952,91.0828,False,False,-9.7237,19.9238,60.6679,0.8027,80.2700,0.8587,0.0652,0.0761,0.0652,Strong Body,False,2.7600,2.3700,0.1413,0.8587,0.4100,41.0000,66.6667,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False
JNJ,2025-09-05,daily,178.4300,421,177.3263,0.3034,175.2703,0.3736,177.4244,0.1687,0.5668,175.9484,0.4539,1.4104,167.0071,0.5585,6.8398,155.1477,0.1462,15.0065,155.4175,0.0694,14.8069,152.8368,0.0999,16.7454,64.9395,0.9918,3.1152,3.4614,-0.3462,2.2711,1.2728,167.0071,5.0297,5.3737,0.1800,0.2416,0.7112,0.2508,0.2416,0.7112,0.9277,1.9800,5.3636,15.7594,16.3966,10.7192,10.0609,3.2087,15.7669,11.3244,10.0609,8043485.0000,0.0916,313596800,2074695.0000,178.7600,137.7591,False,False,-0.1846,29.5232,99.1951,0.0746,7.4600,0.1458,0.3661,0.4881,0.4881,Weak Body,True,2.9500,0.4300,0.8542,0.1458,0.2314,23.1400,44.4444,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False
COST,2025-09-05,daily,963.4800,421,954.4260,-0.6322,957.6220,-0.8052,948.7240,-2.9038,1.5553,964.9470,-0.4623,-0.1520,962.3460,-0.7599,0.1178,973.5831,0.1023,-1.0377,957.4014,0.2723,0.6349,917.3377,0.6651,5.0300,46.4124,0.4606,-3.9580,-3.4418,-0.5162,13.7252,1.4245,962.3460,0.0826,0.0827,0.0400,0.4975,2.1371,0.5154,1.4424,2.1371,1.4702,-1.6205,-0.5245,-2.7581,-8.5995,-5.4456,8.8093,-3.3348,-3.2069,5.3962,8.8093,2109015.0000,-0.3825,19476400,-317540.0000,1073.9708,638.5216,False,False,-10.2881,50.8923,74.6260,0.2910,29.1000,0.3578,0.4554,0.1868,0.1868,Weak Body,True,13.3300,4.7700,0.6422,0.3578,0.2569,25.6900,44.4444,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
HD,2025-09-05,daily,418.9500,421,408.3472,0.8225,402.3684,0.9952,409.1758,0.9224,2.3888,403.5679,1.3398,3.8115,384.1584,1.0838,9.0566,380.7617,0.0495,10.0294,382.9068,0.2018,9.4130,370.1959,0.1920,13.1698,64.6320,0.9240,8.1979,8.2187,-0.0208,7.3458,1.7534,384.1584,4.7363,5.1652,0.5600,0.5665,2.9943,1.4923,3.3398,2.9943,2.6235,6.1439,8.3118,13.9566,12.9928,8.7014,16.9449,3.4341,16.2265,19.0392,16.9449,3826175.0000,-0.0157,-4641400,-84490.0000,426.0023,315.2532,False,False,-1.6555,32.8932,93.6322,0.2209,22.0900,0.3699,0.2273,0.4028,0.4028,Weak Body,True,6.3800,2.3600,0.6301,0.3699,0.3152,31.5200,44.4444,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False
PLTR,2025-09-05,daily,153.1100,421,157.6181,-0.8166,160.2095,-0.6215,156.9570,-0.8638,-2.4510,165.6355,-0.7199,-7.5621,156.6812,0.2986,-2.2793,110.8938,0.4796,38.0691,97.2101,0.4994,57.5042,76.7043,0.3795,99.6108,21.9972,0.7841,-1.7422,0.2148,-1.9570,7.6002,4.9639,156.6812,-0.4699,-0.4592,0.8600,-2.9844,-2.2972,-3.5467,-1.1556,-2.2972,-2.3035,-12.0209,-14.7209,10.0561,14.9733,80.6181,400.5230,-15.6236,12.2590,75.2833,400.5230,78492020.0000,-0.2285,4243567600,-23893425.0000,186.9700,15.9800,False,False,-18.1099,858.1352,80.1977,0.3856,38.5600,0.4309,0.1052,0.4639,0.1052,Moderate Body,False,10.9300,4.7100,0.5691,0.4309,0.2961,29.6100,44.4444,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False
BAC,2025-09-05,daily,49.7700,421,49.7602,0.1138,49.0564,0.1383,50.0854,0.2245,-0.6298,48.7512,0.2336,2.0898,47.8341,0.0816,4.0471,44.4608,0.0260,11.9413,43.6888,0.0427,13.9194,42.1656,0.0413,18.0347,73.3352,0.9414,0.8844,0.8090,0.0754,0.8925,1.7932,47.8341,2.1692,2.2570,0.4200,-1.3283,-1.9117,0.5861,-0.0263,-1.9117,-1.2108,3.8606,9.5773,2.2811,12.1238,14.1868,25.9006,6.8853,11.2676,20.8091,25.9006,35781355.0000,0.0134,817744800,10631080.0000,50.7400,30.5684,False,False,-1.9117,62.8152,95.1913,0.3331,33.3100,0.4295,0.2244,0.3462,0.2244,Moderate Body,False,1.5600,0.6700,0.5705,0.4295,0.3463,34.6300,55.5556,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
ABBV,2025-09-05,daily,212.5600,421,210.2369,0.6611,206.8788,0.6720,210.2230,0.4328,1.1117,207.0905,0.7362,2.6411,196.7905,0.5687,8.0133,187.1818,0.1985,13.5581,187.0719,0.0916,13.6248,181.2559,0.1505,17.2707,69.7643,0.9916,4.5646,4.5669,-0.0024,3.3956,1.5975,196.7905,4.6440,5.0162,0.0000,0.0047,1.0266,0.9307,0.3304,1.0266,2.1628,2.8997,8.2832,14.2652,14.4971,5.5396,11.7516,5.8174,11.9561,0.8893,11.7516,4378900.0000,0.0286,180289600,1093695.0000,213.0000,148.0850,False,False,-0.2066,43.5392,99.3222,0.0016,0.1600,0.0030,0.5329,0.4641,0.4641,Doji,True,3.3400,0.0100,0.9970,0.0030,0.2952,29.5200,44.4444,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
PG,2025-09-05,daily,160.0200,421,157.9231,0.2915,157.0627,0.2030,157.5810,0.1138,1.5478,156.7630,0.3414,2.0777,156.1331,0.0015,2.4895,162.5784,-0.0251,-1.5736,163.3851,-0.0429,-2.0596,162.8605,0.0228,-1.7442,68.4245,0.3697,0.8514,0.4727,0.3787,2.1240,1.3274,156.1331,1.8300,1.8755,0.0400,0.9272,1.8976,0.8508,1.1696,1.8976,1.9495,2.7614,4.6840,0.3828,-3.4376,-5.7286,-6.7276,2.5468,-0.6142,-4.5013,-6.7276,6435440.0000,0.1644,325813200,2600250.0000,176.2988,141.1166,False,False,-9.2336,13.3956,53.7300,0.6392,63.9200,0.6837,0.2512,0.0651,0.0651,Moderate Body,True,2.1500,1.4700,0.3163,0.6837,0.3242,32.4200,66.6667,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False
