ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,downside_volatility,analysis_date,assets_analyzed,overlapping_periods,highest_correlation,highest_corr_pair,lowest_correlation,lowest_corr_pair,avg_correlation,diversification_ratio
^XAX,mean_reversion,6664.078125,,,,,,,,,,,,5750.7921875,6788.818312006633,4712.766062993367,0.9399147169509238,90.34143179727356,False,True,-9.658568202726443,down,5750.7921875,-0.13704610305720266,,,,,,,,,,,,,,,,,
^XAX,volatility,6664.078125,,,,,,,,,,,,,,,,,,,,,,,0.0293584071800425,0.4660502657241932,0.42576887586971185,0.48712620885173674,14.942528735632186,low,1.1286120326871873,0.35525274684970426,,,,,,,,,
^BUK100P,simple_trend,923.4199829101562,88.0,True,True,True,4.421783447265625,2.9232958984375044,1.266759277343749,100.0,961.0790666924041,0.04078218414070413,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^BUK100P,mean_reversion,923.4199829101562,,,,,,,,,,,,887.7339630126953,939.8470530907585,835.6208729346321,0.8423901734094521,76.98725923665889,False,True,-23.012740763341114,down,887.7339630126953,-0.038645492363070244,,,,,,,,,,,,,,,,,
^BUK100P,volatility,923.4199829101562,,,,,,,,,,,,,,,,,,,,,,,0.015143934813779984,0.24040251232941054,0.14868550679087775,0.2432947553957126,1.1494252873563218,low,0.6732864639754949,0.18698757361150858,,,,,,,,,
^RUT,simple_trend,2391.045166015625,88.0,True,True,True,19.018071289062483,11.387019042968722,1.131444335937499,100.0,2802.1151286500794,0.17192061801134884,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^RUT,mean_reversion,2391.045166015625,,,,,,,,,,,,2170.943194580078,2407.9006362579494,1933.9857529022065,0.9644335494952754,75.38841383322396,False,True,-24.611586166776036,down,2170.943194580078,-0.09205261973462397,,,,,,,,,,,,,,,,,
^RUT,volatility,2391.045166015625,,,,,,,,,,,,,,,,,,,,,,,0.028993194273503844,0.4602526905664391,0.3954714967483308,0.4983137236576697,14.942528735632186,low,0.6123846266487959,0.32528150124773986,,,,,,,,,
^FTSE,simple_trend,9208.2001953125,88.0,True,True,True,37.67478515624971,28.744189453125,12.684238769531202,100.0,9521.429221265864,0.03401631364539783,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^FTSE,mean_reversion,9208.2001953125,,,,,,,,,,,,8893.3419921875,9372.381168782356,8414.302815592642,0.8286351289294331,74.4140473270098,False,True,-25.585952672990203,down,8893.3419921875,-0.03419324042121519,,,,,,,,,,,,,,,,,
^FTSE,volatility,9208.2001953125,,,,,,,,,,,,,,,,,,,,,,,0.01481838212958841,0.23523452368328782,0.14051624912687247,0.23878253943356043,1.1494252873563218,low,0.7202825439984859,0.18685670685145142,,,,,,,,,
^GDAXI,simple_trend,23596.98046875,88.0,False,False,True,21.927578124999854,96.75506835937486,107.29365820312505,66.66666666666666,24194.010415344343,0.02530111627566096,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^GDAXI,mean_reversion,23596.98046875,,,,,,,,,,,,23785.07177734375,24827.965188646514,22742.178366040986,0.40982237179982295,46.18613710235993,False,False,0.0,neutral,23785.07177734375,0.007970990561391611,,,,,,,,,,,,,,,,,
^GDAXI,volatility,23596.98046875,,,,,,,,,,,,,,,,,,,,,,,0.02115499039434059,0.33582506142831264,0.34724272500881953,0.3450613490504759,44.827586206896555,normal,0.8907736301670003,0.25119297672252205,,,,,,,,,
^FCHI,simple_trend,7674.77978515625,88.0,False,False,True,9.91018554687489,-2.35634765625,1.9046904296875256,66.66666666666666,7862.7503746604525,0.02449198475606501,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^FCHI,mean_reversion,7674.77978515625,,,,,,,,,,,,7747.0679931640625,7977.456218182423,7516.679768145702,0.34311653079915094,47.49623774532343,False,False,0.0,neutral,7747.0679931640625,0.009418929276332477,,,,,,,,,,,,,,,,,
^FCHI,volatility,7674.77978515625,,,,,,,,,,,,,,,,,,,,,,,0.021044426004636727,0.33406990615421633,0.31355424361845974,0.34024747413008943,24.137931034482758,normal,1.1434325457295103,0.2641767887202364,,,,,,,,,
^STOXX50E,simple_trend,5318.14990234375,88.0,False,False,True,5.8419921875,4.136699218749982,8.58967919921879,66.66666666666666,5568.2106769955435,0.04702025690204585,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^STOXX50E,mean_reversion,5318.14990234375,,,,,,,,,,,,5331.8585205078125,5499.341462587466,5164.375578428159,0.45907458397302686,47.91656078484576,False,False,0.0,neutral,5331.8585205078125,0.0025777043550465617,,,,,,,,,,,,,,,,,
^STOXX50E,volatility,5318.14990234375,,,,,,,,,,,,,,,,,,,,,,,0.02175856410848047,0.3454064971013709,0.32967417197850696,0.3563351938241538,26.436781609195403,normal,0.9541549815364248,0.2728537844064986,,,,,,,,,
^N100,simple_trend,1582.449951171875,88.0,False,True,True,2.0543994140624817,2.3393994140624956,1.640529907226562,83.33333333333333,1653.8684013458535,0.0451315696405374,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^N100,mean_reversion,1582.449951171875,,,,,,,,,,,,1576.3864990234374,1629.715659448161,1523.0573385987138,0.5568493118975351,50.58533192700297,False,False,0.0,neutral,1576.3864990234374,-0.00383168652123711,,,,,,,,,,,,,,,,,
^N100,volatility,1582.449951171875,,,,,,,,,,,,,,,,,,,,,,,0.019206977730317622,0.3049013190694575,0.2770401791070551,0.30888560830644707,29.88505747126437,normal,0.970716778728313,0.26809713830588455,,,,,,,,,
^BFX,simple_trend,4768.81982421875,88.0,True,True,True,28.731005859375,16.54545410156252,10.563030273437471,100.0,5145.503176520448,0.07898879936471648,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^BFX,mean_reversion,4768.81982421875,,,,,,,,,,,,4556.7865234375,4851.511480184994,4262.061566690007,0.8597138551162969,69.43712075442428,False,False,0.0,neutral,4556.7865234375,-0.044462426469632055,,,,,,,,,,,,,,,,,
^BFX,volatility,4768.81982421875,,,,,,,,,,,,,,,,,,,,,,,0.016976691271527383,0.2694966191350942,0.26723355794010706,0.2531416109986471,52.87356321839081,normal,1.2002666394574517,0.19732960958595339,,,,,,,,,
^HSI,simple_trend,25417.98046875,88.0,True,True,True,140.01859374999987,95.30534179687493,123.72414453125002,100.0,27167.50681983734,0.06883026577340746,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^HSI,mean_reversion,25417.98046875,,,,,,,,,,,,24082.842578125,26066.031078802615,22099.654077447387,0.83661396538171,68.5561020135691,False,False,0.0,neutral,24082.842578125,-0.05252730020256635,,,,,,,,,,,,,,,,,
^HSI,volatility,25417.98046875,,,,,,,,,,,,,,,,,,,,,,,0.034157761534066536,0.5422376541707291,0.282829608683466,0.6012186566390993,1.1494252873563218,low,0.3031465379561274,0.3082394534382364,,,,,,,,,
^STI,simple_trend,4307.080078125,88.0,True,True,True,33.53460449218746,17.806302490234383,13.111760253906255,100.0,4607.758067232153,0.0698101692221257,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^STI,mean_reversion,4307.080078125,,,,,,,,,,,,4044.391015625,4386.131816541058,3702.6502147089423,0.8843396249377388,76.81056707779408,False,True,-23.189432922205924,down,4044.391015625,-0.060990057703862455,,,,,,,,,,,,,,,,,
^STI,volatility,4307.080078125,,,,,,,,,,,,,,,,,,,,,,,0.018372395852144154,0.2916527424792483,0.20448671947101024,0.29841249797990893,14.942528735632186,low,0.5860085015292134,0.249780173392993,,,,,,,,,
MAGS,simple_trend,61.209999084472656,88.0,True,True,True,0.6689999389648434,0.525,0.22261043167114244,100.0,70.29818047240116,0.14847543740993022,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGS,mean_reversion,61.209999084472656,,,,,,,,,,,,54.829000091552736,63.53626437501449,46.12173580809098,0.8664181300342374,79.33775333002896,False,True,-20.66224666997104,down,54.829000091552736,-0.10424765705540762,,,,,,,,,,,,,,,,,
MAGS,volatility,61.209999084472656,,,,,,,,,,,,,,,,,,,,,,,0.03672442737724441,0.5829822112886446,0.5363605488924251,0.6011197785900527,21.839080459770116,normal,0.8225885504356806,0.34536076428538903,,,,,,,,,
,portfolio_correlation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-01,15.0,87.0,0.995240009553512,^BUK100P-^FTSE,0.13066868923399405,^DJI-^HSI,0.5340260254978059,0.46597397450219413
