ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,var_95_1d,var_95_1w,downside_volatility,analysis_date,assets_analyzed,overlapping_periods,highest_correlation,highest_corr_pair,lowest_correlation,lowest_corr_pair,avg_correlation,diversification_ratio
^STOXX50E,simple_trend,5318.14990234375,420.0,False,False,False,-13.852802734374928,2.0005468749999635,1.374460937499998,-50.0,5275.097752621387,-0.008095324598388923,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^STOXX50E,mean_reversion,5318.14990234375,,,,,,,,,,,,5394.85849609375,5515.94216934234,5273.774822845159,0.18324138303719406,36.580975822672606,False,False,0.0,neutral,5394.85849609375,0.014423924702873459,,,,,,,,,,,,,,,,,,,
^STOXX50E,volatility,5318.14990234375,,,,,,,,,,,,,,,,,,,,,,,0.009940700223685586,0.15780372389829725,0.10666927716334475,0.15581494346185445,15.035799522673033,low,1.0257048309613601,-0.013642268249295018,-0.030505039172710708,0.11930701469765313,,,,,,,,,
^N100,simple_trend,1582.449951171875,430.0,False,False,False,-3.760400390625,0.9005999755859421,0.4760101318359375,-50.0,1574.6576296344945,-0.004924213578830635,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^N100,mean_reversion,1582.449951171875,,,,,,,,,,,,1600.9565124511719,1634.4580352833748,1567.454989618969,0.2237952231009081,37.24163003450858,False,False,0.0,neutral,1600.9565124511719,0.011694879364489097,,,,,,,,,,,,,,,,,,,
^N100,volatility,1582.449951171875,,,,,,,,,,,,,,,,,,,,,,,0.008741698292027172,0.1387701583023719,0.0932783401463721,0.1337478641971314,24.941724941724942,normal,0.8830484922747418,-0.012676247232956482,-0.02834495051248431,0.11262008853079103,,,,,,,,,
^BFX,simple_trend,4768.81982421875,430.0,False,False,True,-6.587812500000109,7.627346191406195,6.02706005859377,66.66666666666666,4751.196858578753,-0.0036954563790599993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^BFX,mean_reversion,4768.81982421875,,,,,,,,,,,,4789.571997070312,4878.149558304889,4700.994435835735,0.38285874795872477,42.43691280306412,False,False,0.0,neutral,4789.571997070312,0.004351637012195431,,,,,,,,,,,,,,,,,,,
^BFX,volatility,4768.81982421875,,,,,,,,,,,,,,,,,,,,,,,0.008555535953478889,0.1358149227946621,0.08254314329188815,0.13136214066652394,4.895104895104895,low,1.2462642496940135,-0.0113995032989761,-0.025490064286243667,0.1117304275995734,,,,,,,,,
^HSI,simple_trend,25417.98046875,414.0,True,True,True,20.489023437500144,17.67604492187529,28.616488281249985,100.0,25997.31785453017,0.02279242391001253,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^HSI,mean_reversion,25417.98046875,,,,,,,,,,,,25287.7955078125,25791.893762888456,24783.697252736547,0.6291265736655675,53.70777810813489,False,False,0.0,neutral,25287.7955078125,-0.005121766502950709,,,,,,,,,,,,,,,,,,,
^HSI,volatility,25417.98046875,,,,,,,,,,,,,,,,,,,,,,,0.016232904482234016,0.2576893698975415,0.18116047776843866,0.2507064958988296,26.634382566585955,normal,1.1047423656464073,-0.020695374638376295,-0.046276264511234524,0.2037641133721072,,,,,,,,,
^STI,simple_trend,4307.080078125,423.0,True,True,True,7.215800781250072,2.9400952148436774,6.742069580078146,100.0,4373.931109278336,0.015521195320436049,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^STI,mean_reversion,4307.080078125,,,,,,,,,,,,4252.870458984375,4315.83139711918,4189.909520849569,0.9305019965280482,86.57869135227727,False,True,-13.421308647722725,down,4252.870458984375,-0.012586164677073852,,,,,,,,,,,,,,,,,,,
^STI,volatility,4307.080078125,,,,,,,,,,,,,,,,,,,,,,,0.00789654345342985,0.1253537411687432,0.07803701929193708,0.11687851495716214,27.251184834123222,normal,0.46125005164424476,-0.010161961324916279,-0.022722836307236628,0.11627627244254031,,,,,,,,,
MAGS,simple_trend,61.209999084472656,421.0,True,True,True,0.0960000610351571,0.11560001373291015,0.13732000350952128,100.0,62.4929187125676,0.020959314610092542,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGS,mean_reversion,61.209999084472656,,,,,,,,,,,,60.08950023651123,61.60383105417487,58.57516941884759,0.8699650152039338,54.445793449781455,False,False,0.0,neutral,60.08950023651123,-0.018305813833048523,,,,,,,,,,,,,,,,,,,
MAGS,volatility,61.209999084472656,,,,,,,,,,,,,,,,,,,,,,,0.018627941052216185,0.2957093967680093,0.18304788741868835,0.2885963500001584,15.0,low,0.9783774764548813,-0.030740061103809613,-0.06873686626061552,0.20257792509359873,,,,,,,,,
,portfolio_correlation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-05,15.0,379.0,0.987415496733092,^BUK100P-^FTSE,-0.02050450491185111,^BFX-MAGS,0.3821573421235568,0.6178426578764433
