Ticker,Date,MaxVolume,Original_Days,Analyzed_Days,Filter_Efficiency_Pct,Date_Range,Min_Price_Filter,Min_Volume_Filter,Std_Filter,Close,Filter_Reason,Filtered_Out
KHC,2025-07-11,52440900.0,421.0,5.0,1.2,2024-07-06 to 2025-09-26,20.0,100000.0,3σ,27.13999938964844,,
INTC,2025-08-15,310161100.0,421.0,5.0,1.2,2024-07-06 to 2025-09-26,20.0,100000.0,3σ,24.559999465942383,,
TTWO,2025-05-02,8968300,421,6,1.4,2024-07-06 to 2025-09-26,20.0,100000,3σ,219.5
QQQ,2025-04-07,161557000,421,5,1.2,2024-07-06 to 2025-09-26,20.0,100000,3σ,423.2146911621094
SPY,2025-04-07,256611400,421,6,1.4,2024-07-06 to 2025-09-26,20.0,100000,3σ,502.893310546875
IWM,2025-04-09,123015100,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,189.156967163086
MAGS,2025-04-09,8761200,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,46.41999816894531
XLK,2025-04-07,22278900,421,5,1.2,2024-07-06 to 2025-09-26,20.0,100000,3σ,183.1564483642578
XLC,2025-04-07,42518300,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,117.03379821777344
XLY,2025-04-07,42518300,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,117.03379821777344
XLP,2025-04-07,45133500,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,77.02164459228516
XLE,2025-04-09,59481200,421,7,1.7,2024-07-06 to 2025-09-26,20.0,100000,3σ,81.69541931152344
XLF,2025-04-07,179993200,421,5,1.2,2024-07-06 to 2025-09-26,20.0,100000,3σ,43.939414978027344
XLV,2025-04-09,39444700,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,138.10072326660156
XLI,2025-04-07,42518300,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,117.03379821777344
XLB,2025-04-07,25121900,421,6,1.4,2024-07-06 to 2025-09-26,20.0,100000,3σ,76.24161529541016
XLRE,2025-04-09,27138900,421,5,1.2,2024-07-06 to 2025-09-26,20.0,100000,3σ,38.85848617553711
XLU,2025-04-07,36581300,421,4,1.0,2024-07-06 to 2025-09-26,20.0,100000,3σ,72.88395690917969
SMH,2025-04-07,25600300,421,9,2.1,2024-07-06 to 2025-09-26,20.0,100000,3σ,184.8999938964844
